"key","English","Chinese","Spanish","French","Japanese","Russian"
"Wuhan","","武汉","Wuhan","Wuhan","武漢","Ухань"
"Gorki","","高尔基","Gorki","Gorki","ゴルキ","Горки"
"Orsha","","奥尔沙","Orsha","Orcha","オルシャ","Орша"
"Copenhagen","","哥本哈根","Copenhague","Copenhague","コペンハーゲン","Копенгаген"
"Dunkirk","","敦刻尔克","Dunkerque","Dunkerque","ダンケルク","Дюнкерк"
"Bordeaux","","波尔多","Burdeos","Bordeaux","ボルドー","Бордо"
"Vichy","","维希","Vichy","Vichy","ヴィシー","Виши"
"Lisbon","","里斯本","Lisboa","Lisbonne","リスボン","Лиссабон"
"Florence","","佛罗伦萨","Florencia","Florence","フィレンツェ","Флоренция"
"Poznan","","波兹南","Poznan","Pozna","ポズナン","Познань"
"Odessa","","敖德萨","Odessa","Odessa","オデッサ","Одесса"
"Ulanbataar","","乌兰巴托","Ulanbataar","Oulan-Bator","ウランバタール","Уланбатаар"
"Urumqi","","乌鲁木齐","Urumqi","Urumqi","ウルムチ","Урумчи"
"Macao","","澳门","Macao","Macao","マカオ","Макао"
"Manila","","马尼拉","Manila","Manille","マニラ","Манила"
"Jakarta","","雅加达","Jacarta","Jakarta","ジャカルタ","Джакарта"
"Bangkok","","曼谷","Bangkok","Bangkok","バンコク","Бангкок"
"New Delhi","","新德里","Nueva Delhi","New Delhi","ニューデリー","Нью-Дели"
"Mumbai","","孟买","Bombay","Bombay","ムンバイ","Мумбаи"
"Kolkata","","加尔各答","Calcuta","Calcutta","コルカタ","Калькутта"
"Yangon","","仰光","Yangon","Rangoun","ヤンゴン","Янгон"
"Tehran","","德黑兰","Teherán","Téhéran","テヘラン","Тегеран"
"Baghdad","","巴格达","Bagdad","Bagdad","バグダッド","Багдад"
"Riyadh","","利雅得","Riad","Riyad","リヤド","Эр-Рияд"
"Brisbane","","布里斯班","Brisbane","Brisbane","ブリスベン","Брисбен"
"Darwin","","达尔文","Darwin","Darwin","ダーウィン","Дарвин"
"Honolulu","","火奴鲁鲁","Honolulu","Honolulu","ホノルル","Гонолулу"
"Edmonton","","埃德蒙顿","Edmonton","Edmonton","エドモントン","Эдмонтон"
"Lhasa","","拉萨","Lhasa","Lhassa","ラサ","Лхаса"
"Gibraltar","","直布罗陀","Gibraltar","Gibraltar","ジブラルタル","Гибралтар"
"Strait of Gibraltar","","直布罗陀海峡","Estrecho de Gibraltar","détroit de Gibraltar","ジブラルタル海峡","Гибралтарский пролив"
"Algiers","","阿尔及尔","Argel","Alger","アルジェ","Алжир"
"Bilbao","","毕尔巴鄂","Bilbao","Bilbao","ビルバオ","Бильбао"
"Penghu","","澎湖","Penghu","Penghu","澎湖","Пэнху"
"Hualian","","华联","Hualian","Hualian","Hualian","Хуалянь"
"Taitung","","台东","Taitung","Taitung","台東","Тайдун"
"Tai-nan","","台南","Tai-nan","Taï-nan","大南","Тай-нань"
"Chia-i","","嘉义","Chia-i","Chia-i","チアイ","Чиа-и"
"Nantou","","南投","Nantou","Nantou","南投","Наньтоу"
"Taichung","","台中","Taichung","Taichung","台中","Тайчжун"
"Hengchun","","恒春","Hengchun","Hengchun","恒春","Hengchun"
"Green Island","","绿岛","Isla Verde","Île verte","グリーン島","Зеленый остров"
"Fengshan","","凤山","Fengshan","Fengshan","風山","Фэншань"
"Pingtung","","屏东","Pingtung","Pingtung","屏東","Пиндун"
"Fangliao","","芳寮","Fangliao","Fangliao","ファンリアオ","Fangliao"
"Hsin-ying","","新英","Hsin-ying","Hsin-ying","シンイン","Синь-Инь"
"Ilan","","宜兰","Ilan","Ilan","イラン","Илан"
"Kokoda","","科科达","Kokoda","Kokoda","ココダ","Кокода"
"Lae","","莱","Lae","Lae","レイ","Лаэ"
"Tulagi","","图拉吉","Tulagi","Tulagi","ツラギ","Тулаги"
"Rabaul","","拉包尔","Rabaul","Rabaul","ラバウル","Рабаул"
"Caen","","卡昂","Caen","Caen","カーン","Кан"
"Cherbourg","","瑟堡","Cherburgo","Cherbourg","チェルブール","Шербур"
"Le Havre","","勒阿弗尔","Le Havre","Le Havre","ルアーブル","Гавр"
"Bayeux","","贝叶","Bayeux","Bayeux","バイユー","Байе"
"Rouen","","鲁昂","Ruan","Rouen","ルーアン","Руан"
"Saint-Lô","","圣洛","Saint-Lô","Saint-Lô","サンロー","Сен-Ло"
"Portsmouth","","朴次茅斯","Portsmouth","Portsmouth","ポーツマス","Портсмут"
"Bournemouth","","伯恩茅斯","Bournemouth","Bornemouth","ボーンマス","Борнмут"
"Calgary","","卡尔加里","Calgary","Calgary","カルガリー","Калгари"
"Winnipeg","","温尼伯","Winnipeg","Winnipeg","ウィニペグ","Виннипег"
"Phoenix","","凤凰","Fénix","Phénix","フェニックス","Феникс"
"Houston","","休斯顿","Houston","Houston","ヒューストン","Хьюстон"
"Chihuahua","","吉娃娃","Chihuahua","Chihuahua","チワワ","Чихуахуа"
"Rostock","","罗斯托克","Rostock","Rostock","ロストック","Росток"
"Bialystok","","比亚韦斯托克","Bialystok","Bialystok","ビャウィストク","Белосток"
"Lviv","","利沃夫","Lviv","Lviv","リヴィウ","Львов"
"Lodz","","罗兹","Lodz","Lodz","ウッチ","Лодзь"
"Wilno","","维尔诺","Wilno","Wilno","ウィルノ","Вильно"
"Vilnius","","维尔纽斯","Vilna","Vilnius","ビリニュス","Вильнюс"
"Bratislava","","布拉迪斯拉发","Bratislava","Bratislava","ブラチスラバ","Братислава"
"Kosice","","科希策","Kosice","Kosice","コシツェ","Кошице"
"Cluj-Napoca","","克卢日-纳波卡","Cluj-Napoca","Cluj-Napoca","クルージュナポカ","Клуж-Напока"
"Wroclaw","","弗罗茨瓦夫","Wroclaw","Wroclawaw","ヴロツワフ","Вроцлав"
"Szczecin","","什切青","Szczecin","Szczecin","シュチェチン","Щецин"
"Talinn","","塔林","Talinn","Talinn","タリン","Талинн"
"Viipuri","","维普里","Viipuri","Viipuri","ヴィイプリ","Вийпури"
"Malikop","","马利科普","Malikop","Malikop","マリコップ","Маликоп"
"Rostov","","罗斯托夫","Rostov","Rostov","ロストフ","Ростов"
"Daugavpils","","陶格夫匹尔斯","Daugavpils","Daugavpils","ダウガフピルス","Даугавпилс"
"Novosissirsk","","新西西斯克","Novosissirsk","Novossisirsk","Novosissirsk","Новосисрск"
"Grozny","","格罗兹尼","Grozny","Grozny","グロズヌイ","Грозный"
"Izyum","","伊久姆","Izyum","Izyum","イジューム","Изюм"
"Moghalsk","","莫加尔斯克","Moghalsk","Moghalsk","モーガルスク","Могольск"
"Novgorod","","诺夫哥罗德","Novgorod","Novgorod","ノヴゴロド","Новгород"
"Kalinin","","加里宁","Kalinin","Kalinine","カリーニン","Калинин"
"Polovsk","","波洛夫斯克","Polovsk","Polovsk","ポロフスク","Половск"
"Orel","","奥利尔","Orel","Orel","オリョール","Орел"
"Gomel","","戈梅利","Gomel","Gomel","ホメリ","Гомель"
"Vitebsk","","维捷布斯克","Vitebsk","Vitebsk","ヴィテプスク","Витебск"
"Kalomma","","卡洛马","Kalomma","Kalomma","カロマ","Kalomma"
"Lubny","","卢布尼","Lubny","Lubny","ルブヌイ","Лубны"
"Tula","","图拉","Tula","Toula","トゥーラ","Тула"
"Pskov","","普斯科夫","Pskov","Pskov","プスコフ","Псков"
"Messina","","墨西拿","Messina","Messine","メッシーナ","Мессина"
"Potenza","","波坦察","Potenza","Potenza","ポテンツァ","Potenza"
"Calabria","","卡拉布里亚","Calabria","Calabre","カラブリア","Калабрия"
"Arnhem","","阿纳姆","Arnhem","Arnhem","アーネム","Арнем"
"Nijmegen","","奈梅亨","Nijmegen","Nimègue","ナイメーヘン","Неймеген"
"Eindhoven","","埃因霍温","Eindhoven","Eindhoven","アイントホーフェン","Эйндховен"
"Osterbeek","","奥斯特贝克","Osterbeek","Osterbeek","オーステルベーク","Остербек"
"Split","","分裂","Separar","Diviser","スプリット","Расколоть"
"Trieste","","的里雅斯特","Trieste","Trieste","トリエステ","Триест"
"Bari","","巴里","Bari","Bari","バーリ","Бари"
"Ancona","","安科纳","Ancona","Ancône","アンコーナ","Анкона"
"Tirana","","地拉那","Tirana","Tirana","ティラナ","Тирана"
"Skopje","","斯科普里","Skopje","Skopje","スコピエ","Скопье"
"Thessaloniki","","塞萨洛尼基","Salónica","Thessalonique","テッサロニキ","Салоники"
"Timisoara","","蒂米什瓦拉","Timisoara","Timisoara","ティミショアラ","Тимишоара"
"Larisa","","拉里萨","Larisa","Larissa","ラリサ","Лариса"
"Ljubljana","","卢布尔雅那","Liubliana","Ljubljana","リュブリャナ","Любляна"
"Pristina","","普里什蒂纳","Pristina","Pristina","プリシュティナ","Приштина"
"Podgorica","","波德戈里察","Podgorica","Podgorica","ポドゴリツァ","Подгорица"
"Novi Sad","","诺维萨德","Novi Sad","Novi triste","ノヴィサド","Нови-Сад"
"Niš","","尼什","Niš","Niš","ニシュ","Ниш"
"Zagreb","","萨格勒布","Zagreb","Zagreb","ザグレブ","Загреб"
"Mostar","","莫斯塔尔","Mostar","Mostar","モスタル","Мостар"
"Sarajevo","","萨拉热窝","Sarajevo","Sarajevo","サラエボ","Сараево"
"Banja Luka","","巴尼亚卢卡","Banja Luka","Banja Luka","バニャ・ルカ","Баня-Лука"
"Maribor","","马里博尔","Maribor","Maribor","マリボル","Марибор"
"Patras","","帕特雷","Patras","Patras","パトラス","Патры"
"Gorzow wielkopolski","","戈尔佐夫·维尔科波尔斯基","Gorzow wielkopolski","Gorzów wielkopolski","Gorzow wielkopolski","Gorzow wielkopolski"
"Leipzig","","莱比锡","Leipzig","Leipzig","ライプツィヒ","Лейпциг"
"Gibaltra","","吉巴尔特拉","Gibaltra","Gibaltra","ギバルトラ","Гибальтра"
"Oslu","","奥斯陆","Oslu","Oslu","Oslu","Ослу"
"Istanbu","","伊斯坦布","Istanbu","Istanbul","イスタンブール","Истанбу"
"Colonge","","科隆","Colonge","Colonge","コロンジ","Colonge"
"Nice","","好的","Lindo","Agréable","ニース","Хороший"
"Tolouse","","图卢兹","Tolouse","Toux","Tolouse","Tolouse"
"A Coruna","","拉科鲁尼亚","A Coruña","La Corogne","ア・コルーニャ","Ла-Корунья"
"Manhattan","","曼哈顿","Manhattan","Manhattan","マンハッタン","Манхэттен"
"Plymouth","","普利茅斯","Plymouth","Plymouth","プリマス","Плимут"
"Palerno","","巴勒诺","Palerno","Palerne","パレルノ","Палерно"
"Granada","","格拉纳达","Granada","Grenade","グラナダ","Гранада"
"Beligrade","","贝尔格莱德","Belígrado","Beligrade","ベリグラード","Beligrade"
"Thesilinki","","西林基","Thesilinki","Thesilinki","Thesilinki","Фесилинки"
"-------- Old Translations --------","","","","","",""
"Loading","","加载中","Cargando","Chargement","読み込み中","Загрузка"
"SouthVietnam","South Vietnam","南越","Sur de Vietnam","Sud de Vietnam","南ベトナム","ЮгВьетнам"
"Sun Li-jen","","孙立人","Sun Li-jen","Sun Li-jen","孫立人","Сунь Ли-жэнь"
"Rzhev","","热勒夫","Rzhev","Rzhev","ルジェフ","Ржев"
"Operation Fall Gelb","","入侵法国","Operación Fall Gelb","Opération Fall Gelb","侵略されたフランス","Операция Fall Gelb"
"Siege of Tobruk","","土布鲁克战役","Asedio de Tobruk","Siège de Tobrouk","トゥブルクの戦い","Осада Тобрука"
"Manchuria Invasion","","收复东北","Invasión de Manchuria","Invasion de la Mandchourie","北東部を奪還する","Вторжение в Маньчжурию"
"Attack of Pearl Harbor","","偷袭珍珠港","Ataque de Pearl Harbor","Attaque de Pearl Harbor","パールハーバーへの攻撃","Атака Перл-Харбора"
"Battle of dunkrik","","敦刻尔克大撤退","Batalla de dunkrik","Bataille de Dunkrik","ダンケルクリトリート","Битва при данкрике"
"Battle of Gibraltar","","基尔巴勒特战役","Batalla de Gibraltar","Bataille de Gibraltar","キルバルトの戦い","Битва за Гибралтар"
"Battle of Indochina","","印度支那战役","Batalla de Indochina","Bataille d'Indochine","インドシナの戦い","Битва за Индокитай"
"Battle of Midway","","中途岛战役","Batalla de Midway","Bataille de Midway","ミッドウェイの戦い","Битва за Мидуэй"
"Battle of Shanghai","","淞沪会战/南京保卫战","Batalla de Shanghai","Bataille de Shanghai","松湖の戦い/南京の防衛","Битва за Шанхай"
"Battle Of Taiwan 1945","","收复台湾1945","Batalla de Taiwán 1945","Bataille de Taiwan 1945","1945年台湾を奪還","Битва за Тайвань 1945"
"Battle of the Coral Sea","","珊瑚湾海战","Batalla del Mar de Coral","Bataille de la mer de corail","コーラルベイバトル","Битва в Коралловом море"
"Battle of Wuhan","","武汉会战","Batalla de Wuhan","Bataille de Wuhan","ウーハンの戦い","Битва при Ухане"
"Challenge I: Poland","","挑战1: 波兰","Desafío I: Polonia","Défi I: Pologne","課題1：ポーランド","Испытание I: Польша"
"Challenge II: Nanking","","挑战2: 南京","Desafío II: Nanking","Défi II: Nankin","課題2：南京","Испытание II: Нанкин"
"Challenge III: Dunkirk","","挑战3: 敦刻尔克","Desafío III: Dunkerque","Défi III: Dunkerque","課題3：ダンケルク","Испытание III: Дюнкерк"
"Chaos Warfare","","联合国大战","Guerra del caos","Guerre du chaos","国連戦争","Хаос Война"
"D-Day: 1944-6-6","","诺曼底登陆战：1944-6-6","Día D: 1944-6-6","Jour J: 1944-6-6","ノルマンディーへの着陸：1944-6-6","День Д: 1944-6-6"
